职位名称,地区,薪水,标签,能力要求,公司名字,福利待遇,详情链接,最低薪水,最高薪水,平均薪水,经验要求,学历要求,城市,福利个数
软件工程师（医学影像数据挖掘方向）,杭州·萧山区·萧山市区,6-11K,"在校/应届, 本科","Python, R, MATLAB, 计算机相关专业, 数学/统计相关专业",脑海科技,五险一金，零食下午茶，节日福利，交通补助，员工旅游，股票期权,https://www.zhipin.com/job_detail/e95fa300407f8e121Xdy39m1EVJV.html?lid=JDFN47irYB.search.83&securityId=cu-wl4gfzHedU-L1Xa_LCbX4eyXFNy7FbfIPOXy2Zwp4MnCqGP-6bhFkIQexDolq65QPbZPDQ7SgHaLb0Vh6YUsdvcX7hVqWjJvn-WpwPqZa7t-RhZA~&sessionId=,6,11,8.5,在校/应届,本科,杭州,6
初级数据挖掘工程师,杭州·西湖区·西溪,5-10K,"1-3年, 本科",数据挖掘,一骑绝尘科技,五险一金，定期体检，加班补助,https://www.zhipin.com/job_detail/8b85a1a941e5bf8c3nZ_2Ni-E1E~.html?lid=JDFN47irYB.search.84&securityId=Ve0lh9zOPYnyO-I1kXDSWKWzb8-qyZOXQHq8xDNhvO4l3OJkWnxg03aIGKGZnDyZ9JwS7WtovDEk_OBnImT8g66EurbPygHuMqV8IOqpFuxdEQ~~&sessionId=,5,10,7.5,1-3年,本科,杭州,3
数据挖掘岗,杭州·余杭区·五常,10-12K,"经验不限, 硕士","Java, R, 大数据处理经验, 机器学习经验, R语言, Pandas, 计算机相关专业, Python, 数学/统计相关专业, SQL, Matlab",允九数据,带薪年假，年终奖，餐补，节日福利，定期体检，人才补贴，五险一金，人身意外险，员工旅游，节日福利，生日福利，项目绩效，股票期权,https://www.zhipin.com/job_detail/4e009d95634038d81XZ62Ny6EFtQ.html?lid=JDFN47irYB.search.85&securityId=CyhFj3AY7T0kx-U1_t0PM3BtJsDJ-Lk6k3GKDSkF_67d6hCJjJfwzdOfGGaEQCwA1JSP8gCep_quShlhnTTBElpbTzo8zcoshfA7Dse3dro0xrPbzug~&sessionId=,10,12,11,经验不限,硕士,杭州,13
大数据挖掘工程师-数据采集挖掘,杭州·西湖区·西溪,30-35K,"3-5年, 本科","爬虫工程师, Python, Scrapy, MySQL/Redis, 计算机相关专业, 爬虫开发经验, 数据处理经验, 数据结构化, 数据存储, 数据清洗",浙江意竞网络科技,餐补，带薪年假，五险一金,https://www.zhipin.com/job_detail/8e06193d2c5ee48b1X1-2dy0GFBW.html?lid=JDFN47irYB.search.86&securityId=7Sg8ZBBTr9XcQ-z1PM7oHcFzlcTQa6Z1NO2gS9UIp6X1MRlNTwc-TTC0v9RMMkzxNgr4fj0o95psGU6bQTxPj-s5tGKyXDejBEp0DK6KsgPhGa9_fqDH&sessionId=,30,35,32.5,3-5年,本科,杭州,3
大数据挖掘/分析,杭州·拱墅区·石祥路,25-35K·15薪,"1-3年, 本科","Python, Java, Scala, Spark, Hadoop",顺丰科技,免费班车，五险一金，股票期权，员工旅游，定期体检，通讯补贴，交通补助，包吃，节日福利，年终奖，餐补，零食下午茶，带薪年假，加班补助,https://www.zhipin.com/job_detail/9b5fca2d142353cb1n192tq7EFFW.html?lid=JDFN47irYB.search.87&securityId=dbvI15tS19lAJ-_1VRBAb0NAJtxOTFGNKqlHdq0GTxKEcnXiM3e1FNvQZoyETnlWegbwd32rzVeWm9bLn1q72iQGIZm9jaFqFVc5hYOUloKhGg~~&sessionId=,25,35,30,1-3年,本科,杭州,14
大数据挖掘与分析工程师,杭州·滨江区·浦沿,15-25K·13薪,"3-5年, 本科","自然语言处理, Spark, Storm, Kafka, Hadoop, Flink",宁达科技,员工旅游，带薪年假，定期体检，五险一金，年终奖，股票期权,https://www.zhipin.com/job_detail/0d54931dfbba5a521XZ63N-1FFZZ.html?lid=JDFN47irYB.search.88&securityId=k5ZOjOg10YfZ3-O1yiTWUbGOnbpIZJ5Pw-f8Mkn-KSe9a-wpGx5veUdg-q7c363jCJ2PjDC1MZcMKXfdW-B3-Qzc5JQ4WLk7aaej54-ypCj-yi5jaA~~&sessionId=,15,25,20,3-5年,本科,杭州,6
电商数据挖掘工程师,杭州·钱塘区·和达东东城,15-20K·14薪,"3-5年, 本科","Python, 爬虫反爬, 电商",宜格集团,节日福利，零食下午茶，年终奖，全勤奖，带薪年假，敬孝金，五险一金，定期体检，员工旅游,https://www.zhipin.com/job_detail/e5382889362e98471Xx62dS8F1FR.html?lid=JDFN47irYB.search.89&securityId=R3Opu3AKSgTxh-A1IS2gpWmk_sX6RZuRVEH9YRZsbzaQWCbcuLCIVeua43l_deJJiV56Iskp6Dgu-98hvbf2EsUYflKIA6HA1O0fwzz7ncV0uyHSn92X&sessionId=,15,20,17.5,3-5年,本科,杭州,9
數據挖掘,杭州·余杭区·仓前,9-14K·20薪,"1-3年, 本科","数据分析, 数据建模, Python, 机器学习算法, 搜索算法, Pandas, Matplotlib, 医疗健康",牟训佳人工智能,节日福利，五险一金，年终奖，股票期权，定期体检，全勤奖，餐补，带薪年假，员工旅游,https://www.zhipin.com/job_detail/20bfc597742d60f40nR_2dq9FFE~.html?lid=JDFN47irYB.search.90&securityId=Ac3zNOCshnWZx-P1X8AXxEgJ3xukGw00dJ8_LWQwvElwxnmX3Y0NDyQ7SC-4BsDHBHrxxkuhJ0rXJeVv151cbKAG8EZkgbSIKVdykMnpeaystR7Q&sessionId=,9,14,11.5,1-3年,本科,杭州,9
盛世传奇标识招聘氩弧焊工,杭州,6-10K,"经验不限, 学历不限",五险,盛世传奇标识,包吃，亲人节日礼物，团建聚餐，生日福利，餐补，敬孝金，全勤奖，节日福利，季度福利，高温补贴，员工旅游，高温福利，生日福利，定期体检,https://www.zhipin.com/job_detail/981f5156977bd80c1nV52tm_FFpW.html?lid=JoZhhvFbCx.search.61&securityId=6uBGqbIB8YnOA-V1VJT5-GanZG5E1g8JQXGRPKINlxVbORKVrMgBtVOBcNzWHu2-QRJHtFY65etxtwkoZ47rJb3kPXXd9S9lVIE-X7fn5I4aFCnC&sessionId=,6,10,8,经验不限,学历不限,杭州,14
数据库开发,杭州·上城区·四季青,15-25K,"1-3年, 本科",分布式技术,杭州定川信息技术...,五险一金，带薪年假，餐补,https://www.zhipin.com/job_detail/0d4802f32bc2a3d91nV92ty6FlJU.html?lid=JoZhhvFbCx.search.62&securityId=Vb3YkimBzsNMe-N1UmUTIw1uCsr4lMPhFDQyouzYjhfde37eFWd_-HOw5tktnX1XDr2ddXK0G6-ti9M-QuVckzXMwIilBkw94AkJ7UkxgbXHfoI8V7Q~&sessionId=,15,25,20,1-3年,本科,杭州,3
架构师,杭州·西湖区·西溪,20-40K,"5-10年, 本科","平台架构, 中台, 稳定性, 电商系统, 注重落地",来赞宝,零食下午茶，薪资当月发放，定期体检，加班补助，年终奖，带薪年假，调薪，五险一金，员工旅游，补充医疗保险，节日福利,https://www.zhipin.com/job_detail/f54b2b70f318c9b01XJ539i6E1BQ.html?lid=JoZhhvFbCx.search.63&securityId=is5RyfR5lloYg-P1Nl522N_7Vitx-gI_4j4r8LtGjJipAr8d6WFejrb-izoicPdK1HWkErrGROywP-AWcAgHh3FtBEFRiF92Wu6Ui0QZDWeBnwv7Dw~~&sessionId=,20,40,30,5-10年,本科,杭州,11
阿里瓴羊-测试开发工程师P5-杭州,杭州·余杭区·良渚,15-25K·16薪,"1-3年, 本科","Java, Python, 计算机相关专业",阿里巴巴集团,节日福利，五险一金，股票期权，餐补，年终奖，免费班车，零食下午茶，交通补助，补充医疗保险，员工旅游,https://www.zhipin.com/job_detail/00343d2bc967f2391X1709q6E1RT.html?lid=JoZhhvFbCx.search.64&securityId=Qn716Qjy2aBSM-E1luV5IDEBCkNlwYUIcNyV--2qArojjYbTFABdS8S_sJeGp5HSOlXJe3X13ACaDOyqj0latuuqc76vSF3-a2NYDuKdo-bSNg~~&sessionId=,15,25,20,1-3年,本科,杭州,10
移动开发工程师,杭州·临平区·南苑,15-20K,"1-3年, 本科","JavaScript, 移动端",码全科技,年终奖，零食下午茶，定期体检，五险一金，节日福利，有无线网，住房补贴，全勤奖，餐补，生日福利，员工旅游，法定节假日三薪，加班补助，带薪年假，工龄奖,https://www.zhipin.com/job_detail/90980b077d5eb1fa1XZ-3NW4FlRQ.html?lid=JoZhhvFbCx.search.65&securityId=-MBPeyck8HY99-c1DMBPUMvRqRQNIJsdS_gVSDjiNKl5EA3IwWS9hVZBvjYv9-o_yTLOQ4AO0HGE4R6wQ4ddB3-RPgVCebMTFU2lcR8mwRsh5IZTrdA~&sessionId=,15,20,17.5,1-3年,本科,杭州,15
产品经理,杭州·萧山区·新街,20-22K·13薪,"1-3年, 本科","商业产品, 医疗",医高医疗科技有限公司,节日福利，餐补，年终奖，五险一金,https://www.zhipin.com/job_detail/e9bd79620d9c17a71XJy09m8F1ZQ.html?lid=JoZhhvFbCx.search.66&securityId=IeaC1pmKdKdpQ-s13eA9OkLt_XFel0inay9ZXZKV16sZcO-rxgMvr40YEbySOVhmbV7OjflVigqipUQxL2ekzys8q7BUC-r-VkB0opTYb2yqMdjhlr8~&sessionId=,20,22,21,1-3年,本科,杭州,4
河道生态治理工程师,杭州·拱墅区·新天地,6-10K,"经验不限, 本科","生态修复, 河道治理, 环保工程",浙江绿源环保科技,,https://www.zhipin.com/job_detail/667534599318c67c1Xx939-5FlFT.html?lid=JoZhhvFbCx.search.67&securityId=vN6R2VPTQyZLL-j1nfcRU69fpUxBf6geEUbEkdx80XHBq2dLVLOom_ZDurxaPXeJzjrY24FkzYDVmclyYw8CKHSasRR4vMP81tlQWYOANBV8lo1In7eX&sessionId=,6,10,8,经验不限,本科,杭州,1
中级运维工程师,杭州·萧山区·钱江世纪城,9-14K,"3-5年, 本科","系统运维, 网络运维, 运维开发/DevOps",迟侍贸易,,https://www.zhipin.com/job_detail/fff352e501acc4711XN429i_FlBU.html?lid=JoZhhvFbCx.search.68&securityId=F2QW7L4RcF7Fu-R1NwEjKJKrj47p9-BWLfM0PGJk3ozRMMMSEwRF9kzZohhGoNLV1GQkb48sKcH1488Fp0UEO9aftRpYx7Clf_zcJFdOIP4SDBdDekFt&sessionId=,9,14,11.5,3-5年,本科,杭州,1
全职阿姨,杭州·上城区·近江,4-9K,"经验不限, 学历不限","包吃, 包住, 包吃住, 室内清洁, 室外清洁",启智堂,,https://www.zhipin.com/job_detail/91c7b2e21d6fd53a1XB539m_FlJQ.html?lid=JoZhhvFbCx.search.69&securityId=_lxpfWZwdgz43-c16eLwfYpuQKNgMJNydd7H8qdSEWD_uE5roWaCaNVihLWa2ln9QclJC97Hg7rdMsguPrTjuo3yssrvVTUnqihenWMPLLTsdVTk1A3q&sessionId=,4,9,6.5,经验不限,学历不限,杭州,1
研发项目经理,杭州·滨江区·浦沿,14-25K·14薪,"3-5年, 本科","企业内部技术项目管理, 中大型软件项目管理经验, PMP",浙江大华,节日福利，员工旅游，带薪年假，餐补，加班补助，住房免息贷款，交通补助，免费班车，年终奖，通讯补贴，补充医疗保险，五险一金，包吃，定期体检,https://www.zhipin.com/job_detail/4901f12df6ce911c1X1_3Nu-FVNX.html?lid=JoZhhvFbCx.search.70&securityId=Wv6Vo2fw2WsG3-A122J9IyiGlwVXYx9HrKZl6dssX0YRYe-C7I-LUs7kIQqzY7-ZpavGrc04l5RrvTlZE3ceeqfkNFYKCWUPqOlyTYwvpwxOiDo~&sessionId=,14,25,19.5,3-5年,本科,杭州,14
测试开发工程师,杭州·西湖区·文二路,30-40K·16薪,"经验不限, 本科","自动化测试, Python, Java, C/C++",饿了么,股票期权，带薪年假，包吃，五险一金，年终奖，补充医疗保险，餐补，免费班车，节日福利，公司团建，定期体检，交通补助，员工旅游，零食下午茶，通讯补贴,https://www.zhipin.com/job_detail/d73e90177867bad41n162N--ElBU.html?lid=JoZhhvFbCx.search.71&securityId=8042tvXd59mDg-o1-eXJZSL4Vu21X99WFW6fYelhcYcvwMuVQpWEAZt0k8ESGKvY0BnsCZ8FtQNkJ9YUgfgBwDDvVIvDi671TqPuiw4fClv94w~~&sessionId=,30,40,35,经验不限,本科,杭州,15
五险一金佳好佳建材家居市场急招设计师,杭州,10-15K,"经验不限, 大专","CAD, 3DMax, 酷家乐, 定制设计师, 室内设计师, 家装设计师, 建材设计师, 家具设计师",格博家居,五险一金，年终奖，带薪年假，节日福利,https://www.zhipin.com/job_detail/19e9098e59396ef41nJ62t64FVVT.html?lid=JoZhhvFbCx.search.72&securityId=ylu7h7AbInBLT-31Eivrdr_a9ZoX2gDc2uPZACGxOFFP_DcET9vA9DPb-55shxTXUo4ndd4tOO6H2A-CB0fxG2eQOkY46Xz7ZxTrq-3yj6PgDkWwNMUb&sessionId=,10,15,12.5,经验不限,大专,杭州,4
产品经理（课程设计方向）,杭州·拱墅区·上塘,13-20K·13薪,"3-5年, 本科","培训机构, 线上教育, 线下教育, 成人/通用, 职业与技能培训, 大型教育机构经验, 知识付费相关经验, 课程研发经验, 制造/建筑技术, IT培训",杭州学天教育,带薪年假，加班补助，年终奖，员工旅游，五险一金，节日福利，零食下午茶，股票期权，全勤奖,https://www.zhipin.com/job_detail/ea97deec1bd912281Xx_3d-0EFRW.html?lid=JoZhhvFbCx.search.73&securityId=c231APszR5ErF-21_bW51mZMmUDGn6e0mCYQ8vfVVMZfe-yOTnvFLcFY8fOLty5p_Q3UB0FRnMSm8ukZQ4k62qGBSCddOw6oLeRocwtOGmxpUbKEOGoCtg1II8xP08woWNj7ruD9UOO94ysN6z4~&sessionId=,13,20,16.5,3-5年,本科,杭州,9
运维开发工程师,杭州·余杭区·仓前,15-30K·14薪,"3-5年, 大专",Python,鲸灵智能,不打卡，员工旅游，年终奖，五险一金，带薪年假，交通补助，定期体检，节日福利，零食下午茶，股票期权,https://www.zhipin.com/job_detail/bbb9a1df195a038d1XVz2dS6E1RT.html?lid=JoZhhvFbCx.search.74&securityId=zWIGxV0IjBZg4-E13YeeHFCk_8kHqUmsnukjU3WNn_TPKPt6WF-_X2yNPLnSVWKG6pwyh_ERwHSCHrHj3QJDxffntNysJzKnevuglpxx_MYPxwUTLio~&sessionId=,15,30,22.5,3-5年,大专,杭州,10
软件开发工程师（JAVA）（C++）,杭州·滨江区·长河,17-27K·14薪,"经验不限, 本科","多线程, 分布式技术, 容器技术, 消息队列, MVC开发, MongoDB, PostgreSQL",华为技术有限公司,五险一金，住房补贴，带薪年假，加班补助，节日福利，年终奖，零食下午茶，餐补，员工旅游，免费班车，定期体检，离职补偿，股票期权，补充医疗保险，交通补助，通讯补贴，全勤奖,https://www.zhipin.com/job_detail/cf9ca504631661591XR629u9EltW.html?lid=JoZhhvFbCx.search.75&securityId=rdsKEWcwlibsJ-n1Me1XMWkbQBhGNgXvKvyXE50wugSoidf2llQm_0Yvf4bXz0HtMVr1_g_YEGykdkdh41k557q8iSvgUKsujYx4G6t2-wfPs2EE&sessionId=,17,27,22,经验不限,本科,杭州,17
高级产品设计师（留学生，双休）,杭州·钱塘区·金沙湖,10-15K·13薪,"1年以内, 硕士","家具设计类, 生活用品类, 日常用品, 餐厅家具, 客厅家具",意驰,年终奖，团建，员工旅游，绩效奖金，节日福利，零食下午茶，员工生日会,https://www.zhipin.com/job_detail/1fcf7fbbf2466d721Xxz39m_FFdX.html?lid=JoZhhvFbCx.search.76&securityId=ZboyuEaNUpruO-v1cLBgZoGChNPDZwvN9cT_PDH05L98rYXzBvC1bqhxNBMx5gRLGY89FBtdb9d8VUni-GkeW11EhZA1jhZpt9kY-srb-1cDqCRi5aw~&sessionId=,10,15,12.5,1年以内,硕士,杭州,7
云计算开发工程师,杭州·滨江区·长河,20-30K,"在校/应届, 本科","Golang, Docker, Golang服务端开发经验, Kubernetes",华为,年终奖，餐补，五险一金，加班补助，定期体检，股票期权，补充医疗保险，员工旅游，节日福利，零食下午茶,https://www.zhipin.com/job_detail/abc0ee492ed850021XB63Ny6ElRQ.html?lid=JoZhhvFbCx.search.77&securityId=vbNeZjf5Gldwg-M1i-LFpJp6GYCO-pstP8S7ETEOqybCNfB0yyuoNa5sBLsSe9hz0KvTwcl_RsH-FWIOeRpUxVq5LptDXNUnT9-1n2b5THp47A~~&sessionId=,20,30,25,在校/应届,本科,杭州,10
暖通设计师,杭州·上城区·钱江新城,12-20K,"3-5年, 大专","暖通设计师, 暖通工程师",赤尚,年终奖，股票期权，全勤奖，零食下午茶，餐补，员工旅游，住房补贴,https://www.zhipin.com/job_detail/93ddd5d30b95a09b3nV42Nm1EVY~.html?lid=JoZhhvFbCx.search.78&securityId=z4mc3kQwYzMKf-q18HE8vYjx9ELGLvevCVE4S-6VEoLUGdf4JNJdsDIGVzjwH9Vn_OBzfOn5KK4p7DYtdf0x7fUZjPmPRnZplZbUsAyWtd76Y03I&sessionId=,12,20,16,3-5年,大专,杭州,7
机器学习平台算法工程师/专家,杭州·西湖区·西溪,25-50K·15薪,"3-5年, 硕士","Java, C++, Python, 算法设计, 自然语言处理, 深度学习算法, 机器学习算法, CNN",滴滴出行,五险一金，股票期权，定期体检，年终奖，零食下午茶，补充医疗保险，带薪年假，交通补助，节日福利，免费班车,https://www.zhipin.com/job_detail/6fe53ad135ed02261nx-2ti_FlJQ.html?lid=JoZhhvFbCx.search.79&securityId=FfdakF70yIN1v-k1PBS8KQ6sQ8nKy5ziV5DwFqOg9H44q40Szhqb5-rCGKMmWPTc4MYM0lTwfAAp1jy3g8la_BTKh4vDW5xBhgcITQ4skPiE00I~&sessionId=,25,50,37.5,3-5年,硕士,杭州,10
测试工程师,杭州·滨江区·长河,15-30K·15薪,"经验不限, 硕士","Python, 自动化测试, 软件测试",华为,五险一金，股票期权，加班补助，补充医疗保险，员工旅游，零食下午茶，节日福利，定期体检，餐补，年终奖,https://www.zhipin.com/job_detail/47316fa3403833541XR409S7FFBT.html?lid=JoZhhvFbCx.search.80&securityId=6Tl4uoox-gFvH-o1lU9EBrVAJZkLGwAgVJlEzgiqI6ShXRGXXF1gX9tYNBr-5pEhBrLIKnL9WYLMnOXSdj2CIFnObTecJh80NbeuSj1kOcXOWg~~&sessionId=,15,30,22.5,经验不限,硕士,杭州,10
婚恋服务红娘,杭州·上城区·城东,16-30K,"经验不限, 学历不限","婚恋红娘顾问, 销售经验, 普通话标准, 熟悉婚恋交友平台, 电话销售, 销售顾问, 情感销售",世纪佳缘,生日福利，餐补，带薪年假，五险一金，团建聚餐，交通补助，绩效奖金，补充医疗保险，节日福利，通讯补贴，底薪加提成，定期体检，年终奖,https://www.zhipin.com/job_detail/23c75d5d89fa280b1X183dy_GFJQ.html?lid=JoZhhvFbCx.search.81&securityId=5oHkx7mZ2UlX6-T1owVm0l994TMD5-6M09K6z_a3tRFJx-inzVOzQdbyCiOyxe15mAjiBlAkBlXdhRX8C7eeIM6GHTtqP3m66XjOGc318gvM&sessionId=,16,30,23,经验不限,学历不限,杭州,13
洗车工,杭州·萧山区·义桥,3-5K,"经验不限, 学历不限","洗车工, 汽车美容, 汽车美容工",杭州阿六哥汽车服务,,https://www.zhipin.com/job_detail/d1d572679347d6141Xx43Nq-EFpW.html?lid=JoZhhvFbCx.search.82&securityId=aQ2zNCJ10VKj6-21W3AXvF-u0gJXKsJ9LFzz-PYs6hVXbfbATgzFW9LNF7_xtzF-7Lb5lVTqqg_hz07AsXG0bEkKHXmLo2bglafQAa4Z-AlhrbJqEpMQzFVtKQwqhOEcDRXHBIwxRK4aWxwDWFfMQ4_-&sessionId=,3,5,4,经验不限,学历不限,杭州,1
项目经理（外墙保温粉刷类）,杭州·滨江区·浦沿,15-18K,"1-3年, 大专",过程管理  解决方案,浙江立潮建筑装饰,,https://www.zhipin.com/job_detail/57784bb82d3bf3d71nB90961ElJU.html?lid=JoZhhvFbCx.search.83&securityId=5oP6xlNm0RBKw-l1Bjv-erDjYaxqbXcB0IZ8KggIpvGhk6QQGCV78V8oDjp_BUiS24VvZC0V8iAdQHyM4Kmr7NDjtDe0G5d3rXaIMSJjVKG2TAtdaZV7&sessionId=,15,18,16.5,1-3年,大专,杭州,1
前台咨客,杭州·上城区·火车东站,5-6K,"经验不限, 高中","全勤奖, 包吃住, 五险一金",杭州嘻一昂响文化...,,https://www.zhipin.com/job_detail/1c1142d7c8b14a161X143t6_F1pT.html?lid=JoZhhvFbCx.search.84&securityId=7Oxh2JrWG49wp-P1PBTuiP0bb-F9-8nJ1aeMOOiWjMkvTvpV1s4hqyYNU3aX55LLbKceGpzSCgOCq9-sM6JCguaudeOFeW7nWcP3Ti58L-hvgUCQqU6VO5Id6aWziviMfiMi6fnBTi9-wbbhfpCyjlMc&sessionId=,5,6,5.5,经验不限,高中,杭州,1
实习生,杭州·上城区·钱江新城,3-4K,"在校/应届, 本科","PhotoShop, CAD",臻选家家居,带薪年假，全勤奖，定期体检，五险一金，节日福利，五险,https://www.zhipin.com/job_detail/8a5dcd1024de81501XR839u9EVdQ.html?lid=JoZhhvFbCx.search.85&securityId=fJ7R-peTuKMdn-f1ohqIrYYihxEA5ZZ9s4B2FzYoz9-vQgaADV81NIQyrPjAd1Q_J4fZiOf6_IbRE50eggxpqBHfrA1xhWkbU9Mijv6e1G_bLWKYGQwW&sessionId=,3,4,3.5,在校/应届,本科,杭州,6
时间与故事招聘服务员,杭州·萧山区·钱江世纪城,5-7K,"1-3年, 高中","下午茶/甜品店, 奶茶店/饮品店, 领班, 点单, 水吧/饮品制作, 全职, 补充医疗保险, 意外险, 企业年金, 包住，不住有房补, 双人间, 有工作经验, 稳定踏实",时间与故事,节日福利，加班补助，补充医疗保险，年终奖，住房补贴，员工旅游，全勤奖，零食下午茶,https://www.zhipin.com/job_detail/6e82c4a3ba8d80291XFz3dW5FlNU.html?lid=JoZhhvFbCx.search.86&securityId=xhmfpAGJlA4wf-i15pedZniYy8cmEAMI6iiC3pxC30yamCRw1ELNEXWk07ovd_yN82NbZhGW-Vx5VB6P_1dimpdD7wCtqCJrTTjaHnUI_1Lfa6GKDg~~&sessionId=,5,7,6,1-3年,高中,杭州,8
医药研发,杭州·余杭区·仓前,10-15K·14薪,"经验不限, 本科","生物制药, 医药生产, 化学原料药, 医药科研, 实验室技术员, 化工工程师",新拜思,有无线网，全勤奖，工龄奖，餐补，团建聚餐，五险一金，年终奖，免费工装，员工旅游，保底工资，定期体检，通讯补贴，绩效奖金，交通补助，带薪年假，节日福利,https://www.zhipin.com/job_detail/e9c8d8889cf3f61a1n1z39m-E1pT.html?lid=JoZhhvFbCx.search.87&securityId=sJi4qVzwRYtzQ-K1PYcyODef4uuGe_6t6LoFfQFaA4WC5lPh2I3PZtQ4OCnVsKOZ_2SfEu9AHDm447Rsqkt2-GK6IwnEsY9RhBbg779A6UWilh7fRw~~&sessionId=,10,15,12.5,经验不限,本科,杭州,16
银行柜员,杭州·西湖区·西溪,5-6K,"1-3年, 本科","银行, 柜员培训及管理",杭州银行,,https://www.zhipin.com/job_detail/4040cbe753cd4cc81XFy3d28EldT.html?lid=JoZhhvFbCx.search.89&securityId=71jACRcx3dhX_-31WQR4lOfOd5CnDtvn_eq2AEQi5DLOQCkwlmBTgsVMrozh81bhTrHAjn1gGWmvUF3HywWHgsfsibvF7PXHb09AZG_P4m8cVhTY4xU~&sessionId=,5,6,5.5,1-3年,本科,杭州,1
市场推广专员,杭州·西湖区·转塘,5-10K,"经验不限, 大专","销售岗, 客户开发, 销售工作经验, 商务谈判能力, 茶艺师, 茶艺接待",茗酿科技,底薪加提成，零食下午茶，保底工资，团建聚餐，包吃，五险一金，定期体检，带薪年假，员工旅游，节日福利，年终奖，全勤奖，生日福利,https://www.zhipin.com/job_detail/c9a34e9e5822d24f1XJ-3969FlNQ.html?lid=JoZhhvFbCx.search.90&securityId=SszSOqrP30yJr-y1mzcN7frL4MsCLFL410jTiYak_Apth5Bd9DUpWLsN-wGW9r_ARmlIK7hKM9FE-_97Eio0dBVWuOw5r0omLAFlGeldddIf_9-oGdk~&sessionId=,5,10,7.5,经验不限,大专,杭州,13
IE工程师,杭州·钱塘区·工业园北,8-13K·13薪,"1-3年, 本科","项目推动, 工业工程, 标准化",百世集团,五险一金，带薪年假，高温补贴，餐补，意外险，有无线网，住房补贴，交通补助，节日福利，团建聚餐，宿舍有空调，定期体检，包吃，免费工装，通讯补贴，包住，绩效奖金，生日福利,https://www.zhipin.com/job_detail/12ee88040a0b85960nB72N29FVU~.html?lid=JlQgMISZfm.search.211&securityId=BNSiRY19Qwglu-P1BUD0u8mMYMDGKddQPYmRKevj7Cv5G7hDCB8h9C8PxJJip9fCd61Z2UvPPprrnh0jx2zvhD6suyXRzFaAHcEeVhk1Md69nrc~&sessionId=,8,13,10.5,1-3年,本科,杭州,18
杭州川乐赢餐饮招聘服务员,杭州·滨江区·星光大道,4-5K,"经验不限, 学历不限",中餐馆,杭州川乐赢餐饮,,https://www.zhipin.com/job_detail/4f3c52335557c7601Xxz2ty8GVVT.html?lid=JlQgMISZfm.search.212&securityId=duqU50In1f1JO-u16lMANd9To72yryCPho59eQNlkhdKE2wG-jdtOqOZipBSFcG8UlHaKpFqSM70uT0Fu7E9qyGKbYDh6Q6suusaQ0kKK9R9ntONcziW&sessionId=,4,5,4.5,经验不限,学历不限,杭州,1
